Index,champion,champion1,champion2,champion3,champion4,champion5,champion6,champion7,champion8,champion9,teamPosition,tier,top_champs_overall,wins,losses,winPct,veteran,freshBlood,hotStreak,win
1,Zed,Gnar,Garen,Caitlyn,Zilean,Malphite,Shaco,Akali,Sivir,Seraphine,JUNGLE,PLATINUM,"['Zed', 'Khazix', 'Syndra']",117.0,110.0,0.515418502,False,False,False,True
2,Garen,Gnar,Zed,Caitlyn,Zilean,Malphite,Shaco,Akali,Sivir,Seraphine,MIDDLE,PLATINUM,"['Yasuo', 'Udyr', 'LeeSin']",31.0,18.0,0.632653061,False,False,False,True
3,Caitlyn,Gnar,Zed,Garen,Zilean,Malphite,Shaco,Akali,Sivir,Seraphine,BOTTOM,DIAMOND,"['Zed', 'Kaisa', 'Caitlyn']",124.0,95.0,0.566210046,False,False,False,True
4,Zilean,Gnar,Zed,Garen,Caitlyn,Malphite,Shaco,Akali,Sivir,Seraphine,UTILITY,SILVER,"['Shen', 'Galio', 'Ivern']",15.0,9.0,0.625,False,False,False,True
0,Yorick,Fiddlesticks,Talon,Ashe,Rammus,Graves,Zac,Viktor,Caitlyn,Lux,TOP,DIAMOND,"['Anivia', 'Caitlyn', 'Draven']",140.0,116.0,0.546875,False,False,True,True
1,Fiddlesticks,Yorick,Talon,Ashe,Rammus,Graves,Zac,Viktor,Caitlyn,Lux,JUNGLE,PLATINUM,"['Pantheon', 'Annie', 'Fiddlesticks']",35.0,17.0,0.673076923,False,False,False,True
2,Talon,Yorick,Fiddlesticks,Ashe,Rammus,Graves,Zac,Viktor,Caitlyn,Lux,MIDDLE,DIAMOND,"['Shaco', 'Kayn', 'Ekko']",48.0,42.0,0.533333333,False,False,True,True
3,Ashe,Yorick,Fiddlesticks,Talon,Rammus,Graves,Zac,Viktor,Caitlyn,Lux,BOTTOM,DIAMOND,"['Kaisa', 'Ezreal', 'Lucian']",139.0,128.0,0.520599251,False,False,False,True
4,Rammus,Yorick,Fiddlesticks,Talon,Ashe,Graves,Zac,Viktor,Caitlyn,Lux,UTILITY,PLATINUM,"['Nunu', 'Rammus', 'Maokai']",394.0,404.0,0.493734336,True,False,False,True
0,Darius,JarvanIV,Sejuani,Samira,Sylas,Nasus,RekSai,Rumble,Vayne,Leona,TOP,DIAMOND,"['Kled', 'Jax', 'Mordekaiser']",112.0,114.0,0.495575221,True,False,False,True
1,JarvanIV,Darius,Sejuani,Samira,Sylas,Nasus,RekSai,Rumble,Vayne,Leona,JUNGLE,DIAMOND,"['Hecarim', 'Fiddlesticks', 'Ahri']",24.0,16.0,0.6,False,True,False,True
2,Sejuani,Darius,JarvanIV,Samira,Sylas,Nasus,RekSai,Rumble,Vayne,Leona,MIDDLE,SILVER,"['Lucian', 'Sejuani', 'Jinx']",10.0,7.0,0.588235294,False,False,False,True
3,Samira,Darius,JarvanIV,Sejuani,Sylas,Nasus,RekSai,Rumble,Vayne,Leona,BOTTOM,PLATINUM,"['Samira', 'Caitlyn', 'Sivir']",36.0,17.0,0.679245283,False,False,False,True
4,Sylas,Darius,JarvanIV,Sejuani,Samira,Nasus,RekSai,Rumble,Vayne,Leona,UTILITY,PLATINUM,"['Sylas', 'Annie', 'Akshan']",35.0,14.0,0.714285714,False,False,False,True
0,Chogath,Viego,Taliyah,Twitch,Leona,Teemo,Kayn,Singed,Ezreal,Nautilus,TOP,PLATINUM,"['Draven', 'Varus', 'Ezreal']",160.0,170.0,0.484848485,False,False,False,False
1,Viego,Chogath,Taliyah,Twitch,Leona,Teemo,Kayn,Singed,Ezreal,Nautilus,JUNGLE,PLATINUM,"['Viego', 'MasterYi', 'Yasuo']",25.0,8.0,0.757575758,False,False,True,False
2,Taliyah,Chogath,Viego,Twitch,Leona,Teemo,Kayn,Singed,Ezreal,Nautilus,MIDDLE,DIAMOND,"['Katarina', 'Zed', 'Yasuo']",64.0,67.0,0.488549618,True,False,False,False
3,Twitch,Chogath,Viego,Taliyah,Leona,Teemo,Kayn,Singed,Ezreal,Nautilus,BOTTOM,MASTER,"['Lucian', 'Jhin', 'Vayne']",161.0,122.0,0.568904594,False,True,False,False
4,Leona,Chogath,Viego,Taliyah,Twitch,Teemo,Kayn,Singed,Ezreal,Nautilus,UTILITY,PLATINUM,"['MonkeyKing', 'Yuumi', 'Shen']",2.0,27.0,0.068965517,False,False,False,False
0,Yorick,Belveth,Leblanc,Draven,Thresh,Morgana,Vi,Kassadin,Ezreal,Nami,TOP,DIAMOND,"['Yorick', 'Akshan', 'Shyvana']",108.0,95.0,0.532019704,False,False,False,True
1,Belveth,Yorick,Leblanc,Draven,Thresh,Morgana,Vi,Kassadin,Ezreal,Nami,JUNGLE,DIAMOND,"['Ezreal', 'Udyr', 'Tristana']",202.0,150.0,0.573863636,False,False,False,True
2,Leblanc,Yorick,Belveth,Draven,Thresh,Morgana,Vi,Kassadin,Ezreal,Nami,MIDDLE,DIAMOND,"['Taliyah', 'Zoe', 'Akali']",66.0,71.0,0.481751825,False,False,False,True
3,Draven,Yorick,Belveth,Leblanc,Thresh,Morgana,Vi,Kassadin,Ezreal,Nami,BOTTOM,DIAMOND,"['Jhin', 'Draven', 'Lucian']",22.0,13.0,0.628571429,False,False,False,True
4,Thresh,Yorick,Belveth,Leblanc,Draven,Morgana,Vi,Kassadin,Ezreal,Nami,UTILITY,PLATINUM,"['MonkeyKing', 'Yuumi', 'Shen']",2.0,27.0,0.068965517,False,False,False,True
0,Jax,Udyr,Vladimir,Xayah,Blitzcrank,Illaoi,LeeSin,AurelionSol,Kaisa,Yuumi,TOP,DIAMOND,"['MonkeyKing', 'Darius', 'Vladimir']",79.0,66.0,0.544827586,False,False,False,True
1,Udyr,Jax,Vladimir,Xayah,Blitzcrank,Illaoi,LeeSin,AurelionSol,Kaisa,Yuumi,JUNGLE,DIAMOND,"['Graves', 'LeeSin', 'Kindred']",48.0,36.0,0.571428571,False,False,False,True
2,Vladimir,Jax,Udyr,Xayah,Blitzcrank,Illaoi,LeeSin,AurelionSol,Kaisa,Yuumi,MIDDLE,DIAMOND,"['Vladimir', 'Renekton', 'Lissandra']",56.0,44.0,0.56,False,False,False,True
3,Xayah,Jax,Udyr,Vladimir,Blitzcrank,Illaoi,LeeSin,AurelionSol,Kaisa,Yuumi,BOTTOM,DIAMOND,"['Kaisa', 'Jinx', 'Ezreal']",157.0,141.0,0.526845638,False,False,True,True
4,Blitzcrank,Jax,Udyr,Vladimir,Xayah,Illaoi,LeeSin,AurelionSol,Kaisa,Yuumi,UTILITY,PLATINUM,"['Blitzcrank', 'Alistar', 'Yone']",16.0,29.0,0.355555556,False,False,False,True
0,Ornn,Kayn,Anivia,Veigar,Bard,Mordekaiser,Karthus,Talon,Caitlyn,Zilean,TOP,PLATINUM,"['Yasuo', 'Veigar', 'Blitzcrank']",46.0,24.0,0.657142857,False,False,False,False
1,Kayn,Ornn,Anivia,Veigar,Bard,Mordekaiser,Karthus,Talon,Caitlyn,Zilean,JUNGLE,PLATINUM,"['Kayn', 'Yasuo', 'Jhin']",22.0,28.0,0.44,False,False,True,False
2,Anivia,Ornn,Kayn,Veigar,Bard,Mordekaiser,Karthus,Talon,Caitlyn,Zilean,MIDDLE,SILVER,"['Jhin', 'Viego', 'Zed']",10.0,5.0,0.666666667,False,False,False,False
3,Veigar,Ornn,Kayn,Anivia,Bard,Mordekaiser,Karthus,Talon,Caitlyn,Zilean,BOTTOM,SILVER,"['Veigar', 'Yone', 'Twitch']",22.0,7.0,0.75862069,False,False,False,False
4,Bard,Ornn,Kayn,Anivia,Veigar,Mordekaiser,Karthus,Talon,Caitlyn,Zilean,UTILITY,GOLD,"['Bard', 'Pyke', 'Thresh']",28.0,12.0,0.7,False,False,False,False
1,RekSai,Renekton,Lissandra,Samira,Zilean,MonkeyKing,Talon,Sylas,Ezreal,Ashe,JUNGLE,PLATINUM,"['RekSai', 'Akali', 'Graves']",11.0,7.0,0.611111111,False,False,False,True
2,Lissandra,Renekton,RekSai,Samira,Zilean,MonkeyKing,Talon,Sylas,Ezreal,Ashe,MIDDLE,DIAMOND,"['Lissandra', 'Talon', 'Lux']",29.0,30.0,0.491525424,False,False,False,True
3,Samira,Renekton,RekSai,Lissandra,Zilean,MonkeyKing,Talon,Sylas,Ezreal,Ashe,BOTTOM,DIAMOND,"['Caitlyn', 'Lux', 'Zoe']",18.0,16.0,0.529411765,False,False,False,True
4,Zilean,Renekton,RekSai,Lissandra,Samira,MonkeyKing,Talon,Sylas,Ezreal,Ashe,UTILITY,DIAMOND,"['Janna', 'Bard', 'Rakan']",87.0,79.0,0.524096386,False,False,True,True
1,Diana,Quinn,Sylas,Varus,Thresh,Darius,Ivern,Galio,Xayah,Amumu,JUNGLE,DIAMOND,"['Graves', 'Udyr', 'Hecarim']",66.0,54.0,0.55,False,False,False,False
2,Sylas,Quinn,Diana,Varus,Thresh,Darius,Ivern,Galio,Xayah,Amumu,MIDDLE,DIAMOND,"['Gangplank', 'Vayne', 'Yasuo']",78.0,76.0,0.506493506,False,False,False,False
3,Varus,Quinn,Diana,Sylas,Thresh,Darius,Ivern,Galio,Xayah,Amumu,BOTTOM,DIAMOND,"['Vayne', 'Draven', 'Lucian']",248.0,269.0,0.479690522,False,True,False,False
4,Thresh,Quinn,Diana,Sylas,Varus,Darius,Ivern,Galio,Xayah,Amumu,UTILITY,PLATINUM,"['MonkeyKing', 'Yuumi', 'Shen']",2.0,27.0,0.068965517,False,False,False,False
0,Gwen,XinZhao,Katarina,Tristana,Thresh,DrMundo,MonkeyKing,Malphite,Varus,Morgana,TOP,DIAMOND,"['Ekko', 'Aatrox', 'Azir']",173.0,156.0,0.525835866,False,True,True,False
1,XinZhao,Gwen,Katarina,Tristana,Thresh,DrMundo,MonkeyKing,Malphite,Varus,Morgana,JUNGLE,PLATINUM,"['MonkeyKing', 'Yuumi', 'Shen']",2.0,27.0,0.068965517,False,False,False,False
2,Katarina,Gwen,XinZhao,Tristana,Thresh,DrMundo,MonkeyKing,Malphite,Varus,Morgana,MIDDLE,MASTER,"['Katarina', 'Draven', 'Jhin']",173.0,121.0,0.588435374,False,False,True,False
4,Thresh,Gwen,XinZhao,Katarina,Tristana,DrMundo,MonkeyKing,Malphite,Varus,Morgana,UTILITY,PLATINUM,"['Nautilus', 'Lucian', 'KSante']",21.0,10.0,0.677419355,False,False,False,False
0,Jayce,Janna,Vex,Jhin,XinZhao,Garen,Udyr,Viktor,Caitlyn,Thresh,TOP,DIAMOND,"['Jayce', 'Vayne', 'Yone']",114.0,103.0,0.525345622,True,False,False,False
1,Janna,Jayce,Vex,Jhin,XinZhao,Garen,Udyr,Viktor,Caitlyn,Thresh,UTILITY,PLATINUM,"['MonkeyKing', 'Yuumi', 'Shen']",2.0,27.0,0.068965517,False,False,False,False
2,Vex,Jayce,Janna,Jhin,XinZhao,Garen,Udyr,Viktor,Caitlyn,Thresh,MIDDLE,PLATINUM,"['Ezreal', 'Jinx', 'Jhin']",20.0,21.0,0.487804878,False,False,False,False
3,Jhin,Jayce,Janna,Vex,XinZhao,Garen,Udyr,Viktor,Caitlyn,Thresh,BOTTOM,PLATINUM,"['Caitlyn', 'Vayne', 'MissFortune']",7.0,7.0,0.5,False,False,False,False
4,XinZhao,Jayce,Janna,Vex,Jhin,Garen,Udyr,Viktor,Caitlyn,Thresh,JUNGLE,DIAMOND,"['TwistedFate', 'Nunu', 'Akshan']",142.0,154.0,0.47972973,True,False,False,False
0,DrMundo,Ekko,Malzahar,Samira,Rell,Irelia,Fiddlesticks,Karma,Xayah,Pyke,TOP,PLATINUM,"['MonkeyKing', 'Yuumi', 'Shen']",2.0,27.0,0.068965517,False,False,False,False
1,Ekko,DrMundo,Malzahar,Samira,Rell,Irelia,Fiddlesticks,Karma,Xayah,Pyke,JUNGLE,DIAMOND,"['Yasuo', 'Lulu', 'Thresh']",95.0,106.0,0.472636816,False,False,False,False
2,Malzahar,DrMundo,Ekko,Samira,Rell,Irelia,Fiddlesticks,Karma,Xayah,Pyke,MIDDLE,DIAMOND,"['Leblanc', 'Malzahar', 'Corki']",87.0,97.0,0.472826087,False,False,False,False
3,Samira,DrMundo,Ekko,Malzahar,Rell,Irelia,Fiddlesticks,Karma,Xayah,Pyke,BOTTOM,MASTER,"['Samira', 'Tristana', 'Kaisa']",18.0,16.0,0.529411765,False,True,False,False
4,Rell,DrMundo,Ekko,Malzahar,Samira,Irelia,Fiddlesticks,Karma,Xayah,Pyke,UTILITY,DIAMOND,"['Thresh', 'Leona', 'Taric']",49.0,41.0,0.544444444,False,False,False,False
0,Jayce,Elise,Akshan,TahmKench,Senna,Riven,Ivern,Sylas,Tristana,Nautilus,TOP,DIAMOND,"['Sylas', 'Graves', 'Fiora']",104.0,111.0,0.48372093,False,True,False,False
1,Elise,Jayce,Akshan,TahmKench,Senna,Riven,Ivern,Sylas,Tristana,Nautilus,JUNGLE,DIAMOND,"['Ezreal', 'LeeSin', 'Yasuo']",43.0,31.0,0.581081081,False,True,False,False
2,Akshan,Jayce,Elise,TahmKench,Senna,Riven,Ivern,Sylas,Tristana,Nautilus,MIDDLE,DIAMOND,"['LeeSin', 'Sylas', 'Irelia']",10.0,10.0,0.5,False,False,False,False
3,TahmKench,Jayce,Elise,Akshan,Senna,Riven,Ivern,Sylas,Tristana,Nautilus,BOTTOM,MASTER,"['Tristana', 'Nautilus', 'Xayah']",69.0,65.0,0.514925373,False,True,False,False
4,Senna,Jayce,Elise,Akshan,TahmKench,Riven,Ivern,Sylas,Tristana,Nautilus,UTILITY,DIAMOND,"['Thresh', 'Karma', 'Morgana']",44.0,41.0,0.517647059,False,False,False,False
0,Kalista,Ekko,Chogath,Qiyana,Taric,Vex,Viego,Zed,Kaisa,Thresh,BOTTOM,DIAMOND,"['Kaisa', 'Thresh', 'Vayne']",57.0,20.0,0.74025974,False,False,True,True
1,Ekko,Kalista,Chogath,Qiyana,Taric,Vex,Viego,Zed,Kaisa,Thresh,JUNGLE,MASTER,"['Ekko', 'Vex', 'Nasus']",177.0,147.0,0.546296296,False,True,True,True
2,Chogath,Kalista,Ekko,Qiyana,Taric,Vex,Viego,Zed,Kaisa,Thresh,TOP,DIAMOND,"['Chogath', 'Udyr', 'Nasus']",30.0,28.0,0.517241379,False,False,True,True
3,Qiyana,Kalista,Ekko,Chogath,Taric,Vex,Viego,Zed,Kaisa,Thresh,MIDDLE,DIAMOND,"['Sylas', 'Qiyana', 'Samira']",100.0,97.0,0.507614213,False,False,False,True
4,Taric,Kalista,Ekko,Chogath,Qiyana,Vex,Viego,Zed,Kaisa,Thresh,UTILITY,DIAMOND,"['Thresh', 'Taliyah', 'Jinx']",91.0,104.0,0.466666667,False,False,True,True
0,Jayce,Udyr,Corki,Ezreal,Seraphine,Irelia,Ekko,Akali,Draven,Thresh,TOP,DIAMOND,"['Sylas', 'Graves', 'Fiora']",104.0,111.0,0.48372093,False,True,False,False
1,Udyr,Jayce,Corki,Ezreal,Seraphine,Irelia,Ekko,Akali,Draven,Thresh,JUNGLE,DIAMOND,"['Yasuo', 'Khazix', 'Graves']",140.0,143.0,0.494699647,False,True,False,False
2,Corki,Jayce,Udyr,Ezreal,Seraphine,Irelia,Ekko,Akali,Draven,Thresh,MIDDLE,DIAMOND,"['Lucian', 'Viktor', 'Vladimir']",150.0,156.0,0.490196078,False,False,False,False
3,Ezreal,Jayce,Udyr,Corki,Seraphine,Irelia,Ekko,Akali,Draven,Thresh,BOTTOM,DIAMOND,"['Ezreal', 'Kaisa', 'Lucian']",62.0,50.0,0.553571429,False,False,False,False
4,Seraphine,Jayce,Udyr,Corki,Ezreal,Irelia,Ekko,Akali,Draven,Thresh,UTILITY,MASTER,"['Caitlyn', 'Jhin', 'Kaisa']",113.0,105.0,0.518348624,False,True,False,False
0,Illaoi,Khazix,Seraphine,Senna,Galio,Jayce,Fiddlesticks,Singed,MissFortune,Ashe,TOP,MASTER,"['Illaoi', 'Chogath', 'Yuumi']",122.0,125.0,0.493927126,True,False,False,False
1,Khazix,Illaoi,Seraphine,Senna,Galio,Jayce,Fiddlesticks,Singed,MissFortune,Ashe,JUNGLE,DIAMOND,"['Talon', 'Fiora', 'Fiddlesticks']",33.0,37.0,0.471428571,False,False,True,False
2,Seraphine,Illaoi,Khazix,Senna,Galio,Jayce,Fiddlesticks,Singed,MissFortune,Ashe,BOTTOM,DIAMOND,"['Janna', 'Sona', 'Jinx']",116.0,114.0,0.504347826,False,True,False,False
3,Senna,Illaoi,Khazix,Seraphine,Galio,Jayce,Fiddlesticks,Singed,MissFortune,Ashe,UTILITY,MASTER,"['Thresh', 'Janna', 'Nami']",115.0,118.0,0.493562232,False,False,False,False
4,Galio,Illaoi,Khazix,Seraphine,Senna,Jayce,Fiddlesticks,Singed,MissFortune,Ashe,MIDDLE,DIAMOND,"['Ekko', 'Sylas', 'Talon']",79.0,51.0,0.607692308,False,False,False,False
0,Darius,Evelynn,Zilean,Samira,Rakan,Sett,XinZhao,Cassiopeia,Xayah,Thresh,TOP,DIAMOND,"['Darius', 'Vayne', 'LeeSin']",73.0,40.0,0.646017699,False,False,False,True
1,Evelynn,Darius,Zilean,Samira,Rakan,Sett,XinZhao,Cassiopeia,Xayah,Thresh,JUNGLE,DIAMOND,"['Yuumi', 'Lulu', 'Nami']",14.0,25.0,0.358974359,False,False,False,True
2,Zilean,Darius,Evelynn,Samira,Rakan,Sett,XinZhao,Cassiopeia,Xayah,Thresh,MIDDLE,PLATINUM,"['Thresh', 'Rakan', 'Blitzcrank']",13.0,20.0,0.393939394,False,False,False,True
3,Samira,Darius,Evelynn,Zilean,Rakan,Sett,XinZhao,Cassiopeia,Xayah,Thresh,BOTTOM,PLATINUM,"['Samira', 'Caitlyn', 'Kaisa']",20.0,17.0,0.540540541,False,False,False,True
4,Rakan,Darius,Evelynn,Zilean,Samira,Sett,XinZhao,Cassiopeia,Xayah,Thresh,UTILITY,DIAMOND,"['Rakan', 'Thresh', 'Irelia']",14.0,11.0,0.56,False,True,False,True
0,DrMundo,MasterYi,Akali,Kaisa,Soraka,Renekton,Kindred,Orianna,Aphelios,Thresh,TOP,DIAMOND,"['Garen', 'Viktor', 'Irelia']",66.0,42.0,0.611111111,False,True,False,False
1,MasterYi,DrMundo,Akali,Kaisa,Soraka,Renekton,Kindred,Orianna,Aphelios,Thresh,JUNGLE,DIAMOND,"['Darius', 'Aatrox', 'Sett']",151.0,121.0,0.555147059,False,True,True,False
2,Akali,DrMundo,MasterYi,Kaisa,Soraka,Renekton,Kindred,Orianna,Aphelios,Thresh,MIDDLE,DIAMOND,"['Yasuo', 'Vayne', 'LeeSin']",16.0,14.0,0.533333333,False,False,False,False
3,Kaisa,DrMundo,MasterYi,Akali,Soraka,Renekton,Kindred,Orianna,Aphelios,Thresh,BOTTOM,DIAMOND,"['Sylas', 'Graves', 'Fiora']",104.0,111.0,0.48372093,False,True,False,False
4,Soraka,DrMundo,MasterYi,Akali,Kaisa,Renekton,Kindred,Orianna,Aphelios,Thresh,UTILITY,DIAMOND,"['Janna', 'Lulu', 'Nami']",9.0,10.0,0.473684211,False,False,False,False
0,Jax,JarvanIV,Katarina,Kaisa,Karma,Teemo,Kayn,Vladimir,Xayah,Swain,TOP,DIAMOND,"['Yasuo', 'Akali', 'Gangplank']",54.0,50.0,0.519230769,True,False,False,True
1,JarvanIV,Jax,Katarina,Kaisa,Karma,Teemo,Kayn,Vladimir,Xayah,Swain,JUNGLE,PLATINUM,"['Udyr', 'Veigar', 'Fizz']",13.0,16.0,0.448275862,False,False,False,True
2,Katarina,Jax,JarvanIV,Kaisa,Karma,Teemo,Kayn,Vladimir,Xayah,Swain,MIDDLE,DIAMOND,"['Katarina', 'Zed', 'Riven']",166.0,150.0,0.525316456,False,True,False,True
3,Kaisa,Jax,JarvanIV,Katarina,Karma,Teemo,Kayn,Vladimir,Xayah,Swain,BOTTOM,MASTER,"['Kaisa', 'Leblanc', 'Irelia']",138.0,91.0,0.602620087,False,True,False,True
4,Karma,Jax,JarvanIV,Katarina,Kaisa,Teemo,Kayn,Vladimir,Xayah,Swain,UTILITY,DIAMOND,"['Leblanc', 'Ezreal', 'Morgana']",6.0,10.0,0.375,False,False,False,True
0,Rengar,Hecarim,Talon,Xayah,Zilean,Riven,Diana,Zed,Kaisa,Rakan,TOP,DIAMOND,"['Rengar', 'MasterYi', 'Shyvana']",123.0,101.0,0.549107143,False,True,False,False
1,Hecarim,Rengar,Talon,Xayah,Zilean,Riven,Diana,Zed,Kaisa,Rakan,JUNGLE,PLATINUM,"['Kindred', 'Graves', 'Hecarim']",25.0,6.0,0.806451613,False,True,True,False
2,Talon,Rengar,Hecarim,Xayah,Zilean,Riven,Diana,Zed,Kaisa,Rakan,MIDDLE,MASTER,"['Gangplank', 'Talon', 'TwistedFate']",118.0,85.0,0.581280788,False,True,False,False
3,Xayah,Rengar,Hecarim,Talon,Zilean,Riven,Diana,Zed,Kaisa,Rakan,BOTTOM,DIAMOND,"['Draven', 'Kaisa', 'Vayne']",75.0,98.0,0.433526012,False,False,False,False
4,Zilean,Rengar,Hecarim,Talon,Xayah,Riven,Diana,Zed,Kaisa,Rakan,UTILITY,MASTER,"['Vi', 'JarvanIV', 'Pantheon']",154.0,136.0,0.531034483,False,True,False,False
0,Malphite,Hecarim,Syndra,Xayah,Renata,Kled,Nidalee,Ahri,Varus,Rakan,TOP,MASTER,"['Riven', 'Camille', 'Darius']",127.0,105.0,0.547413793,False,False,True,True
1,Hecarim,Malphite,Syndra,Xayah,Renata,Kled,Nidalee,Ahri,Varus,Rakan,JUNGLE,MASTER,"['Nocturne', 'Hecarim', 'Ekko']",176.0,173.0,0.504297994,True,False,False,True
2,Syndra,Malphite,Hecarim,Xayah,Renata,Kled,Nidalee,Ahri,Varus,Rakan,MIDDLE,PLATINUM,"['Irelia', 'Syndra', 'Viktor']",31.0,27.0,0.534482759,False,False,True,True
3,Xayah,Malphite,Hecarim,Syndra,Renata,Kled,Nidalee,Ahri,Varus,Rakan,BOTTOM,DIAMOND,"['Sylas', 'Graves', 'Fiora']",104.0,111.0,0.48372093,False,True,False,True
4,Renata,Malphite,Hecarim,Syndra,Xayah,Kled,Nidalee,Ahri,Varus,Rakan,UTILITY,MASTER,"['Blitzcrank', 'Thresh', 'Bard']",118.0,103.0,0.533936652,True,False,True,True
0,Gangplank,Khazix,Chogath,Veigar,Ashe,Olaf,MonkeyKing,Cassiopeia,Xayah,Heimerdinger,TOP,MASTER,"['Fiora', 'Twitch', 'Kayn']",243.0,198.0,0.551020408,False,True,False,True
1,Khazix,Gangplank,Chogath,Veigar,Ashe,Olaf,MonkeyKing,Cassiopeia,Xayah,Heimerdinger,JUNGLE,DIAMOND,"['Khazix', 'XinZhao', 'Ezreal']",9.0,2.0,0.818181818,False,True,True,True
2,Chogath,Gangplank,Khazix,Veigar,Ashe,Olaf,MonkeyKing,Cassiopeia,Xayah,Heimerdinger,MIDDLE,DIAMOND,"['Vex', 'Seraphine', 'Ornn']",23.0,22.0,0.511111111,False,False,False,True
3,Veigar,Gangplank,Khazix,Chogath,Ashe,Olaf,MonkeyKing,Cassiopeia,Xayah,Heimerdinger,BOTTOM,MASTER,"['Yasuo', 'Vayne', 'Veigar']",164.0,157.0,0.510903427,False,True,False,True
4,Ashe,Gangplank,Khazix,Chogath,Veigar,Olaf,MonkeyKing,Cassiopeia,Xayah,Heimerdinger,UTILITY,DIAMOND,"['Blitzcrank', 'Heimerdinger', 'Yuumi']",43.0,54.0,0.443298969,False,False,False,True
0,Fiora,Rengar,Syndra,Xayah,Rakan,Kayn,JarvanIV,Ekko,MissFortune,Thresh,TOP,DIAMOND,"['Fiora', 'Jax', 'Gwen']",177.0,180.0,0.495798319,False,True,False,True
1,Rengar,Fiora,Syndra,Xayah,Rakan,Kayn,JarvanIV,Ekko,MissFortune,Thresh,JUNGLE,DIAMOND,"['Rengar', 'Nocturne', 'Jinx']",56.0,29.0,0.658823529,False,True,False,True
2,Syndra,Fiora,Rengar,Xayah,Rakan,Kayn,JarvanIV,Ekko,MissFortune,Thresh,MIDDLE,SILVER,"['Katarina', 'Riven', 'Akali']",10.0,2.0,0.833333333,False,False,False,True
3,Xayah,Fiora,Rengar,Syndra,Rakan,Kayn,JarvanIV,Ekko,MissFortune,Thresh,BOTTOM,DIAMOND,"['Sylas', 'Graves', 'Fiora']",104.0,111.0,0.48372093,False,True,False,True
4,Rakan,Fiora,Rengar,Syndra,Xayah,Kayn,JarvanIV,Ekko,MissFortune,Thresh,UTILITY,MASTER,"['Orianna', 'Thresh', 'Lulu']",70.0,81.0,0.463576159,False,True,False,True
0,Yone,Udyr,Ekko,Xayah,Annie,Renekton,Kindred,Swain,Zeri,Senna,TOP,DIAMOND,"['Jayce', 'Gnar', 'Yone']",90.0,80.0,0.529411765,True,False,False,True
2,Ekko,Yone,Udyr,Xayah,Annie,Renekton,Kindred,Swain,Zeri,Senna,MIDDLE,DIAMOND,"['Ekko', 'LeeSin', 'Fizz']",35.0,40.0,0.466666667,False,False,False,True
3,Xayah,Yone,Udyr,Ekko,Annie,Renekton,Kindred,Swain,Zeri,Senna,BOTTOM,MASTER,"['Lucian', 'Talon', 'Kalista']",71.0,56.0,0.559055118,False,True,False,True
4,Annie,Yone,Udyr,Ekko,Xayah,Renekton,Kindred,Swain,Zeri,Senna,UTILITY,MASTER,"['Janna', 'Nami', 'Morgana']",96.0,99.0,0.492307692,False,True,False,True
0,Yone,Kayn,Syndra,Aphelios,Thresh,Fiora,JarvanIV,Senna,Draven,Ahri,TOP,GOLD,"['Yasuo', 'Zed', 'Kayn']",31.0,28.0,0.525423729,False,False,False,True
1,Kayn,Yone,Syndra,Aphelios,Thresh,Fiora,JarvanIV,Senna,Draven,Ahri,JUNGLE,MASTER,"['Thresh', 'Jax', 'XinZhao']",133.0,108.0,0.55186722,False,True,False,True
2,Syndra,Yone,Kayn,Aphelios,Thresh,Fiora,JarvanIV,Senna,Draven,Ahri,MIDDLE,DIAMOND,"['Kaisa', 'Caitlyn', 'Sivir']",24.0,17.0,0.585365854,False,True,False,True
3,Aphelios,Yone,Kayn,Syndra,Thresh,Fiora,JarvanIV,Senna,Draven,Ahri,BOTTOM,DIAMOND,"['Rumble', 'Hecarim', 'Nunu']",32.0,36.0,0.470588235,False,False,False,True
4,Thresh,Yone,Kayn,Syndra,Aphelios,Fiora,JarvanIV,Senna,Draven,Ahri,UTILITY,SILVER,"['Thresh', 'TwistedFate', 'Ahri']",10.0,9.0,0.526315789,False,False,False,True
0,Malphite,Udyr,Lissandra,Xayah,Senna,Rammus,Diana,Talon,Jhin,Bard,TOP,DIAMOND,"['Gangplank', 'Udyr', 'Malphite']",124.0,123.0,0.502024291,False,True,True,False
1,Udyr,Malphite,Lissandra,Xayah,Senna,Rammus,Diana,Talon,Jhin,Bard,JUNGLE,DIAMOND,"['Rammus', 'Zac', 'Rengar']",20.0,12.0,0.625,False,False,False,False
2,Lissandra,Malphite,Udyr,Xayah,Senna,Rammus,Diana,Talon,Jhin,Bard,MIDDLE,MASTER,"['Lissandra', 'Camille', 'Lux']",34.0,29.0,0.53968254,False,True,False,False
3,Xayah,Malphite,Udyr,Lissandra,Senna,Rammus,Diana,Talon,Jhin,Bard,BOTTOM,DIAMOND,"['Sylas', 'Graves', 'Fiora']",104.0,111.0,0.48372093,False,True,False,False
4,Senna,Malphite,Udyr,Lissandra,Xayah,Rammus,Diana,Talon,Jhin,Bard,UTILITY,DIAMOND,"['Vayne', 'Twitch', 'Lucian']",47.0,52.0,0.474747475,False,True,False,False
1,MonkeyKing,Urgot,Katarina,Xayah,Annie,Pantheon,LeeSin,Yone,Draven,Swain,JUNGLE,MASTER,"['Khazix', 'Sejuani', 'Graves']",190.0,201.0,0.485933504,False,False,False,False
